date,name,km,km/h,Points,Airfield,Club,Region of club,Aircraft
15/12/2019,Mike Sabin,127.74,88.2,125.41,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
15/12/2019,Mike Sabin,101.88,81.81,85.5,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
15/12/2019,Michael Durrant,74.36,48.57,76.1,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
15/12/2019,David McIlroy,65.65,66.46,72.69,Bunyan,Canberra Gliding Club,AU-NSW,DG 1000 18m FG
15/12/2019,David McIlroy,36.32,44.13,41.24,Bunyan,Canberra Gliding Club,AU-NSW,DG 1000 18m FG
15/12/2019,David McIlroy,15.44,53.14,17.06,Bunyan,Canberra Gliding Club,AU-NSW,LS 6 WL
14/12/2019,David Nash,468.35,93.36,527.41,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
14/12/2019,Kevin Roden,468.44,88.43,518.25,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
14/12/2019,Bernie Sizer,351.95,66.06,390.6,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
14/12/2019,Peter Trotter,356.79,78.56,382.91,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
14/12/2019,Ray Stewart,363.9,83.58,362.52856,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
14/12/2019,Robert Nicholls,321.78,79.52,347.21,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
14/12/2019,Adam Woolley,340.05,73.45,341.04,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
14/12/2019,Casey Lewis,346.33,66.24,340.25,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
14/12/2019,Norm Bloch,342.52,71.11,337.05,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
14/12/2019,Michael Durrant,334.08,64.33,334.99,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
14/12/2019,Michael Durrant,334.08,64.33,334.99,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
14/12/2019,Ailsa McMillan,336.49,73.27,334.22604,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
14/12/2019,Matthew Atkinson,316.16,60.67,312.68558,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
14/12/2019,John Jurotte,171.82,72.23,169.98,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
14/12/2019,Nick Woods,172.64,76.83,169.84874,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
14/12/2019,Patrick Dunn,98.7,66.12,114.09,Waikerie,Waikerie Gliding Club,AU-SA,Kestrel 17m
14/12/2019,Jacques Graells,123.19,89.39,103.12,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
12/12/2019,Ailsa McMillan,344.28,83.63,360.93277,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
12/12/2019,Ray Stewart,343.94,79.96,360.69495,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
12/12/2019,Jacques Graells,345.85,84.38,356.5,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
12/12/2019,Casey Lewis,345.9,80.29,356.16,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
12/12/2019,Adam Woolley,348.06,79.69,354.57,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
12/12/2019,Norm Bloch,334.24,94.97,335.64,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
12/12/2019,John Jurotte,304.55,75.3,332.86,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
12/12/2019,Bernie Sizer,267.19,85.59,329.87,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
12/12/2019,Michael Durrant,273.81,80.37,307.7,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
12/12/2019,Peter Trotter,137.19,86.51,130.36,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
12/12/2019,Matthew Atkinson,110.39,109.96,94.88051,Jerilderie,Lake Keepit Soaring Club,AU-VIC,Ventus 2cx 18m
12/12/2019,Lyle McLean,55.77,64.16,60.314022,Pipers Field,Bathurst Soaring Club,AU-NSW,Mini Nimbus
11/12/2019,Robert Nicholls,315.06,79.45,340.29,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
11/12/2019,Adam Woolley,291.64,81.88,305.53,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
11/12/2019,Norm Bloch,294.75,79.52,302.81,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
11/12/2019,Matthew Atkinson,293.47,90.16,287.39832,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
11/12/2019,Bernie Sizer,237.66,70.93,286.76,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
11/12/2019,Bernie Sizer,237.66,70.93,286.76,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
11/12/2019,Jacques Graells,291.26,73.9,284.26,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
11/12/2019,Ailsa McMillan,290.59,80.93,279.78738,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
11/12/2019,Ray Stewart,288.21,77.64,277.61093,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
11/12/2019,Casey Lewis,286.5,87.2,275.63,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
11/12/2019,Nick Woods,258.09,82,268.1924,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
11/12/2019,Peter Trotter,235.74,75.54,268.09,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
11/12/2019,Michael Durrant,240.18,80.2,258.69,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
10/12/2019,Hans Hiltbrunner,493.48,97.54,626.87,Narromine,Flying Sisteron,AU-NSW,N/A
10/12/2019,Viper Weasel,498.11,86.67,541.4868,Lake Keepit,N/A,AU-NSW,LS 7
10/12/2019,John Jurotte,346.49,114.74,325.49,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
10/12/2019,John Jurotte,30.67,49.94,32.76,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
9/12/2019,Robert Nicholls,718.1,113.66,719.18,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
9/12/2019,Nick Woods,567.14,104.13,563.684,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
9/12/2019,Michael Durrant,282.68,106.19,320.6,Tocumwal,Geelong Gliding Club,AU-NSW,LS 8
9/12/2019,Ray Stewart,371.75,109.29,319.20673,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
9/12/2019,Norm Bloch,361.69,116.83,303.05,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
9/12/2019,Matthew Atkinson,349.32,109.91,297.85678,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
9/12/2019,Jacques Graells,351.49,107.26,293.5,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
9/12/2019,Ailsa McMillan,345.36,127.1,291.658,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
9/12/2019,Peter Trotter,280.8,102.23,265.52,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
8/12/2019,Robert Nicholls,459.45,100.43,503.84,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
8/12/2019,Michael Durrant,323.51,91.62,350.58,Tocumwal,Geelong Gliding Club,AU-NSW,LS 8T
8/12/2019,Nick Woods,306.03,84.58,323.29413,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
8/12/2019,Grant Heaney,176.2,59.82,178.98,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
8/12/2019,Andrew King,73.32,44.97,93.7,Beverley,Beverley Soaring Society,AU-WA,ASK 21
7/12/2019,Justin Fitzgerald,1003.22,129.92,1054.6583,Warwick,Canberra Gliding Club,AU-QLD,Ventus cT 17.6m
7/12/2019,Peter Brunton ,360.09,104.54,423.15,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
7/12/2019,Norm Bloch,371.91,101.73,396.48,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
7/12/2019,Michael Durrant,344.73,86.47,384.71,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
7/12/2019,Jacques Graells,291.06,93.52,296.55,Temora,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
7/12/2019,Grant Heaney,246.81,63.33,259.57,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
7/12/2019,Ailsa McMillan,95.53,82.14,81.11,Benalla,Gliding Club of Victoria,AU-VIC,JS1 TJ 18m
7/12/2019,Ralph  Böhmer,60.8,36.46,64.88,Bacchus Marsh,N/A,AU-VIC,Janus C FG
6/12/2019,Ian Steventon,818.57,116.6,813.3946,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus XT
6/12/2019,Peter Brunton ,463.89,92.41,564.69,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
6/12/2019,Jacques Graells,339.21,88.72,355.1,Temora,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
6/12/2019,Nick Woods,262.7,76.79,284.2731,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
6/12/2019,Norm Bloch,220.22,108.59,229.09,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
6/12/2019,Michael Durrant,176.37,66.58,182.44,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
5/12/2019,Daryl Mackay,489.74,80.59,566.53,Beverley,Beverley Soaring Society,AU-WA,ASW 20
5/12/2019,Peter Brunton ,314.05,75.44,366.87,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
5/12/2019,Robert Nicholls,316.18,83.13,345.29,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
5/12/2019,Robert Nicholls,316.14,83.12,345.26,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
5/12/2019,Norm Bloch,228.83,90.17,240.43,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
4/12/2019,Peter Brunton ,386.27,72.44,469.3,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
4/12/2019,Robert Nicholls,411.32,96.37,450.22,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2c 18m
4/12/2019,Jacques Graells,285.22,87.6,302.54,Temora,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
4/12/2019,Michael Durrant,267.82,96.06,238.23,Tocumwal,Geelong Gliding Club,AU-NSW,LS 10 15m
4/12/2019,Matthew Atkinson,224.23,95.45,229.80086,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
4/12/2019,Nick Woods,147.35,61.8,143.85883,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
3/12/2019,Norm Bloch,337.69,106.68,356.4,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
3/12/2019,Jacques Graells,252.69,82.44,261.63,Temora,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
3/12/2019,Matthew Atkinson,272.59,86.6,256.1288,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
3/12/2019,Peter Brunton ,240.49,63.56,243.41,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
3/12/2019,Nathan Johnson,127.96,82.01,131.88109,Kingaroy,Temora Gliding Club,AU-QLD,Duo Discus XL
3/12/2019,Nathan Johnson,85.01,60.82,89.4964,Kingaroy,Temora Gliding Club,AU-QLD,Duo Discus XL
1/12/2019,Peter Brunton ,198.86,52.48,226.49,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
30/11/2019,Robert Nicholls,612.1,106.52,617.95,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
30/11/2019,Nick Woods,612.93,110.69,616.43195,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
30/11/2019,David Nash,449.72,105.73,424.05,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
30/11/2019,Peter Brunton ,306.97,80.02,392.18,Kingaroy,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
30/11/2019,Mike Sabin,363.46,104.05,324.49,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
29/11/2019,Robert Nicholls,921.88,124.74,1006.67,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
29/11/2019,Grant Heaney,541.56,96.81,609.46,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
29/11/2019,David Nash,515.89,86.37,586.39,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
29/11/2019,Nick Woods,436.15,98.06,434.4941,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
29/11/2019,John Jurotte,333.67,92.16,378.99,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
28/11/2019,Grant Heaney,592.94,96.22,758.82,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-48 Jantar Std. 2
28/11/2019,Nick Woods,513.8,110.46,504.084,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
27/11/2019,Patrick Dunn,360.72,86.37,394.47,Waikerie,Waikerie Gliding Club,AU-SA,Kestrel 17m
27/11/2019,Peter Brew,50.49,41,54.95,Camden,Southern Cross Gliding Club,AU-NSW,DG 1000M 20m
26/11/2019,Patrick Dunn,228.36,79.16,264.06,Waikerie,Waikerie Gliding Club,AU-SA,Kestrel 17m
25/11/2019,Nick Woods,631.38,106.54,685.9765,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
25/11/2019,Robert Nicholls,568.25,112.53,620.45,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
25/11/2019,Bernie Sizer,447.31,97.74,559.72,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
24/11/2019,Ray Stewart,525.85,130.46,571.58905,Kingaroy,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
24/11/2019,Robert Nicholls,515.16,100.26,565.24,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
24/11/2019,Grant Heaney,402.24,68.46,418.34,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
24/11/2019,Nick Woods,322.5,103.5,329.642,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
24/11/2019,Patrick Dunn,275.36,81.47,310.01,Waikerie,Waikerie Gliding Club,AU-SA,Kestrel 17m
24/11/2019,Nathan Johnson,213.1,88.75,243.451,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
24/11/2019,Mike Sabin,282.92,98.16,235.07,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
24/11/2019,David Meredith,134.75,59.4,142.49,Bacchus Marsh,Geelong Gliding Club,AU-VIC,Duo Discus
23/11/2019,Robert Nicholls,341.52,88.13,341.63,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
23/11/2019,Grant Heaney,290.65,71.33,307.47,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
23/11/2019,John Jurotte,156.54,77.83,172.07,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
22/11/2019,Casey Lewis,308.15,117.59,280.14,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
20/11/2019,Casey Lewis,142.13,58.5,138.09,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
19/11/2019,John Jurotte,412.42,89.03,485.73,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
19/11/2019,Jacques Graells,436.98,102.66,442.5,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
19/11/2019,Robert Nicholls,365.13,99.26,368.51,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
19/11/2019,Nick Woods,364.85,93.93,365.2605,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
19/11/2019,Dave Boulter,343.48,75.3,352.77,Narromine,Southern Cross Gliding Club,AU-NSW,ASG 29 18m
19/11/2019,Jacob Bloom,327.55,52.91,316.83,Narromine,Narromine Gliding Club,AU-NSW,LS 4
19/11/2019,David Thomas,142.82,42.99,165.3,Narromine,Geelong Gliding Club,AU-NSW,DG 300
18/11/2019,Robert Nicholls,420.2,94.22,460.3,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
18/11/2019,Nick Woods,418.26,93.61,455.2084,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
18/11/2019,David Meredith,259.47,65.66,261.28,Narromine,Geelong Gliding Club,AU-NSW,SZD-48 Jantar Std. 2
18/11/2019,John Jurotte,232.22,75.74,218.61,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
17/11/2019,Jacques Graells,551.55,119.84,514.67,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
17/11/2019,Robert Nicholls,490.52,93.89,491.69,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
17/11/2019,David Holmes,445.24,124.69,417.75967,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
17/11/2019,John Jurotte,288.6,78.37,343.5,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
17/11/2019,David Meredith,139.67,62.83,167.8,Narromine,Geelong Gliding Club,AU-NSW,SZD-48 Jantar Std. 2
16/11/2019,Ray Stewart,675.21,137.57,731.3874,Kingaroy,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
16/11/2019,David Nash,589.29,111.9,646.06,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
16/11/2019,Jacques Graells,529.96,111.69,542.68,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
16/11/2019,Mike Sabin,522.51,103.51,510.13,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
16/11/2019,David Holmes,450.38,103.42,480.50085,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
16/11/2019,John Jurotte,361.96,77.02,420,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
16/11/2019,David Meredith,171.69,66.89,195.93,Narromine,Geelong Gliding Club,AU-NSW,Duo Discus
16/11/2019,Robert Nicholls,179.7,70.78,177.87,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
15/11/2019,John Jurotte,403.24,84.35,478.59,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
15/11/2019,Nick Woods,318.49,91.72,317.29245,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
15/11/2019,Ray Stewart,283.75,129.55,272.99832,Kingaroy,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
15/11/2019,Daryl Speight,147.47,82.76,156.32,McCaffery Field,Darling Downs Soaring Club,AU-QLD,DG 1000S 18m
15/11/2019,Chris Markovitch,119.15,64.8,113.75,Pipers Field,Southern Tablelands Gliding Club,AU-NSW,DG 1000S 18m
14/11/2019,John Jurotte,308.22,79.61,364.9,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
14/11/2019,Chris Markovitch,143.89,56.03,167.17,Pipers Field,Southern Tablelands Gliding Club,AU-NSW,DG 1000S 18m
11/11/2019,Grant Heaney,333.37,69.34,371.46,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
11/11/2019,John Jurotte,278.31,78.27,296.81,Narromine,Bathurst Soaring Club,AU-NSW,Mosquito
11/11/2019,Chris Markovitch,91.42,44.07,104.3,Pipers Field,Southern Tablelands Gliding Club,AU-NSW,DG 1000S 18m
10/11/2019,Grant Heaney,366.21,66.45,406.95,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
6/11/2019,Peter Trotter,257.95,77.3,283.77,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
6/11/2019,Adam Woolley,213.13,71.8,215.14,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Duo Discus X
5/11/2019,Adam Woolley,419.54,76.24,391.07,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Duo Discus X
5/11/2019,Peter Trotter,378.84,72.33,383.31,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
5/11/2019,Jaroslaw Mosiejewski,221.95,43.93,257.45,Raywood,Geelong Gliding Club,AU-VIC,PIK-20 B
5/11/2019,Andy Benton,63.43,22.74,79.12,Raywood,Bendigo Gliding Club,AU-VIC,G 102 Astir CS
4/11/2019,Adam Woolley,351.08,74.75,366.23,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Duo Discus X
4/11/2019,Matthew Atkinson,368.34,91.17,361.4966,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
4/11/2019,Jacques Graells,361.67,80.81,347.92,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
4/11/2019,Peter Trotter,310.23,94.78,338.68,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
3/11/2019,David Nash,311.28,90.76,354.18,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
3/11/2019,Norm Bloch,223.21,90.13,214.35,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
3/11/2019,Jacques Graells,210.73,66.53,199.29,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
3/11/2019,Matthew Atkinson,179.05,69.23,178.32542,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
3/11/2019,Adam Woolley,90.08,83.67,102.49,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Duo Discus X
2/11/2019,Matthew Atkinson,546.1,93.92,539.0704,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
2/11/2019,Adam Woolley,405.21,99.42,443.19,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Duo Discus X
2/11/2019,Jacques Graells,434.79,103.78,435.35,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
2/11/2019,David Holmes,419.65,106.74,429.2706,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
2/11/2019,Mike Sabin,68.76,62.15,67.03,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
1/11/2019,Jacques Graells,674.29,105.49,711.35,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
1/11/2019,Ian Steventon,502.84,89.16,525.49,Warkworth,Hunter Valley Gliding Club,AU-NSW,Duo Discus
1/11/2019,Matthew Atkinson,475.95,123.49,473.56778,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
31/10/2019,Grant Heaney,586.86,88.99,640.4,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
31/10/2019,Alan Wilson,292.54,98.66,317.99,Bunyan,N/A,AU-NSW,DG 1000S 18m
28/10/2019,Chris Markovitch,49.49,32.79,64.29,Towrang,Southern Tablelands Gliding Club,AU,G 102 Club Astir
27/10/2019,Daryl Mackay,701.12,105.48,819.58,Beverley,Beverley Soaring Society,AU-WA,ASW 20
27/10/2019,Nathan Johnson,507.15,98.76,559.048,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
27/10/2019,David Nash,343.85,95.71,401.42,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
27/10/2019,Andres Webersinke,85.61,42.36,93.25619,Camden,Southern Cross Gliding Club,AU-NSW,DG 303
27/10/2019,Jaroslaw Mosiejewski,79.71,31.88,88.9,Bacchus Marsh,Geelong Gliding Club,AU-VIC,PIK-20 B
26/10/2019,David Nash,303.56,72.48,343.33,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
26/10/2019,Mike Sabin,148.9,68.31,127.16,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
25/10/2019,Daryl Speight,574.4,93.97,606.1,Lake Keepit,Darling Downs Soaring Club,AU-NSW,LS 7
25/10/2019,David Nash,420.81,92.09,467.75,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
25/10/2019,Andrew Dickson,383.23,96.54,351.83,Warkworth,Hunter Valley Gliding Club,AU-NSW,Duo Discus XL
24/10/2019,Ian Steventon,518.47,103.98,548.9354,Warkworth,Hunter Valley Gliding Club,AU-NSW,Duo Discus
24/10/2019,David Nash,446.99,106.28,466.79,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
24/10/2019,Ralph  Böhmer,229.3,74.47,344.25,Tocumwal,N/A,AU-NSW,IS 28 B2
24/10/2019,Daryl Speight,187.18,78.72,222.89,Lake Keepit,Darling Downs Soaring Club,AU-NSW,LS 7
24/10/2019,Jacob Bloom,189.09,65.11,184.97,Narromine,Narromine Gliding Club,AU-NSW,LS 4
24/10/2019,John Gwyther,118.67,95.45,120.18803,Coongulla,Gliding Club of Victoria,AU-VIC,ASH 26 E
22/10/2019,Peter Brunton ,234.76,74.69,266.94766,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
20/10/2019,Peter Trotter,417.22,120.02,434.41,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 8
16/10/2019,Daryl Mackay,424.75,81.96,479.01,Beverley,Beverley Soaring Society,AU-WA,ASW 20
13/10/2019,David Meredith,56.9,42.37,62.26,Bacchus Marsh,Geelong Gliding Club,AU-VIC,Duo Discus
12/10/2019,Andy Benton,118.21,48.02,143.54,Raywood,Bendigo Gliding Club,AU-VIC,G 102 Astir CS
10/10/2019,James Moffat,404.94,97.51,476.28,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Mosquito
10/10/2019,James Moffat,404.43,98.78,464.41,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Mosquito
9/10/2019,James Moffat,47.07,52.17,45.47,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Mosquito
7/10/2019,Nathan Johnson,429.01,115.86,482.426,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
7/10/2019,Matthew Atkinson,418.39,114.74,359.3093,Kingaroy,Lake Keepit Soaring Club,AU-QLD,Ventus 2cx 18m
6/10/2019,Matthew Atkinson,260.7,91.47,268.3017,Kingaroy,Lake Keepit Soaring Club,AU-QLD,Ventus 2cx 18m
6/10/2019,Adam Woolley,246.99,91.03,263.64,Kingaroy,Kingaroy Soaring Club,AU-QLD,Ventus 2a
6/10/2019,Bernie Sizer,221.23,59.82,263.34,Kingaroy,Southern Riverina Gliding Club,AU-QLD,PIK-20 B
6/10/2019,Peter Trotter,226.74,73.8,258.36,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 8
6/10/2019,Jacques Graells,232,76.98,233.23,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
6/10/2019,Ailsa McMillan,230.5,75.04,232.5941,Kingaroy,Gliding Club of Victoria,AU-QLD,JS1 TJ 18m
